day,run_id,n_students,n_teachers,class_size_cap,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,K_mean,K_p10,K_p50,K_p90,A_mean,A_p10,A_p50,A_p90,incidents_total,time_lost_mean
36,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7205701781135704,0.6250739787842416,0.719705681426617,0.8345078547802292,0.7509630745138197,0.5013643934577041,0.755445443731692,1.0,52,0.37600000000000006
37,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7266837000156247,0.6341643228651738,0.7269591859542641,0.8386144335246905,0.7586839519811339,0.5113643934577041,0.765445443731692,1.0,52,0.37600000000000006
38,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7323456430242703,0.6438353929335678,0.7326439515740906,0.8419633570306837,0.7663006186478007,0.5213643934577041,0.775445443731692,1.0,60,0.4000000000000001
39,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7378730391710396,0.6529400992201116,0.7380779334359556,0.8450006078098791,0.7739172853144672,0.5313643934577041,0.785445443731692,1.0,63,0.4000000000000001
40,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7432939291581054,0.6613957748115149,0.743482325405414,0.8482201270330163,0.7815339519811341,0.5413643934577042,0.795445443731692,1.0,63,0.4000000000000001
41,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7486765943560585,0.6697140623650483,0.7480326285461585,0.8509201546358398,0.7890857173775996,0.5513643934577042,0.805445443731692,1.0,63,0.39200000000000007
42,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7541969652008045,0.6762642480314442,0.7525373405673919,0.8536104607348468,0.7964722868716589,0.5613643934577042,0.815445443731692,1.0,54,0.36800000000000005
43,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.759477516003752,0.6832376895957243,0.7575422589335264,0.8563895097861153,0.8036919491456119,0.5713643934577042,0.825445443731692,1.0,53,0.37600000000000006
44,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7645570110616726,0.6908669662328295,0.7626881609111087,0.8586611733324762,0.8107681995242211,0.5813643934577042,0.835445443731692,1.0,53,0.38400000000000006
45,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7693487401369811,0.6986823741027884,0.7679224771338466,0.8612771175977433,0.817788899130415,0.5913643934577042,0.8454454437316921,1.0,57,0.4000000000000001
46,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7740426103602401,0.7046604735392862,0.7724687550827136,0.8637876241732607,0.8245695419550925,0.6013643934577042,0.8554454437316921,1.0,60,0.4000000000000001
47,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7787822792065119,0.7102557800898117,0.7775427026521173,0.8666293730203846,0.8311862086217591,0.6113643934577042,0.8654454437316921,1.0,54,0.38400000000000006
48,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7833051078868586,0.716532049834713,0.7827995721337784,0.8691643149330415,0.8378028752884258,0.6213643934577042,0.8754454437316921,1.0,59,0.39200000000000007
49,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.787898655602876,0.7232484014528728,0.7878440668369688,0.8706758306577325,0.8440540094951684,0.6313643934577042,0.8854454437316921,1.0,53,0.37600000000000006
50,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7922873286428013,0.7298025912965534,0.7918911064883484,0.8720987994967758,0.8500873428285016,0.6413643934577042,0.8954454437316921,1.0,57,0.38400000000000006
51,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7965615028861931,0.7359196282995534,0.7967290562569059,0.8731649932879235,0.8561034845424494,0.6513643934577042,0.9054454437316921,1.0,62,0.38400000000000006
52,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8005812536241569,0.7415211703315616,0.800779286855906,0.8751125779812194,0.8620534845424495,0.6613643934577043,0.9154454437316921,1.0,69,0.4000000000000001
53,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8050401834313187,0.747338485755596,0.8064807465738533,0.8771134315530326,0.8681368178757828,0.6713643934577043,0.9254454437316921,1.0,49,0.34400000000000003
54,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8088440263111455,0.751779605848184,0.8105004462095832,0.8791970094356951,0.8739828132152258,0.6813643934577043,0.9354454437316921,1.0,63,0.4000000000000001
55,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8126311363674265,0.7560465509191061,0.8141525064148113,0.8806940846796238,0.879681524433137,0.6913643934577043,0.9454454437316921,1.0,58,0.39200000000000007
56,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8165281420407401,0.7599251130947315,0.8179794066169188,0.88276978776782,0.8853481910998037,0.7013643934577043,0.9554454437316922,1.0,55,0.36800000000000005
57,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8200534247236421,0.764056626217765,0.8211831785975117,0.8844579527891324,0.8908470511426301,0.7113643934577043,0.9654454437316922,1.0,62,0.4000000000000001
58,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8236546057642715,0.7682254841945215,0.8248904066037015,0.8866664391079819,0.8962970511426299,0.7213643934577043,0.9754454437316922,1.0,64,0.37600000000000006
59,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8271737743572214,0.7726999740438752,0.8282170322472984,0.8881511503174867,0.9016374795922617,0.7313643934577043,0.9854454437316922,1.0,48,0.37600000000000006
60,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8304157389807119,0.7762209766340451,0.8313379110068133,0.8893512003006727,0.9066935621345888,0.7413643934577043,0.9954454437316922,1.0,66,0.4000000000000001
61,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.833563706995398,0.779949794341041,0.8342695361536185,0.8905788523798951,0.9115402802718866,0.7513643934577043,1.0,1.0,57,0.4000000000000001
62,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8366293867499844,0.7842831436989915,0.8374069045641563,0.892045353990601,0.9162402802718865,0.7613643934577043,1.0,1.0,66,0.4000000000000001
63,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8396271096835624,0.7888094585875923,0.8397768892603157,0.8935273947747853,0.9209402802718866,0.7713643934577044,1.0,1.0,54,0.4000000000000001
64,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8426524854713168,0.7930906907722692,0.8429218529767839,0.895053045902977,0.925499043882547,0.7813643934577044,1.0,1.0,61,0.38400000000000006
65,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8456515099647555,0.7979180142832738,0.8459290224327449,0.8965145363970595,0.9299522626433052,0.7913643934577044,1.0,1.0,59,0.37600000000000006
66,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8484030783592206,0.8020106712112137,0.8483808336508276,0.8979122728379487,0.9342005794930652,0.8013643934577044,1.0,1.0,60,0.4000000000000001
67,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.85108447600941,0.8060331347590712,0.8511555724442196,0.899096970167563,0.9384005794930651,0.8113643934577044,1.0,1.0,59,0.4000000000000001
68,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8536836539373247,0.8102692945376216,0.8538540682950302,0.9004905529476268,0.9425642524024513,0.8213643934577044,1.0,1.0,55,0.4000000000000001
69,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8562097848495642,0.8136646434246796,0.8561780255086258,0.9016211830060623,0.9465498307380436,0.8313643934577044,1.0,1.0,64,0.4000000000000001
70,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8588519419213159,0.8190017116152718,0.8586754108499202,0.9025129649202751,0.9504998307380437,0.8413643934577044,1.0,1.0,61,0.37600000000000006
71,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8612400404677577,0.8231217666788642,0.861267792144097,0.9037080451906367,0.9543629656719508,0.8513643934577044,1.0,1.0,59,0.4000000000000001
72,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8635594125582224,0.8262855603777434,0.8634731695450117,0.9048903757955661,0.9580815095103552,0.8613643934577044,1.0,1.0,67,0.4000000000000001
73,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8658234358748086,0.8292434188255333,0.8658891152775413,0.9059049155822496,0.9616707910744118,0.8713643934577044,1.0,1.0,63,0.4000000000000001
74,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8680228933585425,0.8324838520312617,0.8679776136905991,0.9071080464599974,0.965016754631048,0.8813643934577045,1.0,1.0,55,0.4000000000000001
75,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8702223440923613,0.835650874324171,0.8699580970674106,0.9081838048125032,0.9681408323092922,0.8913643934577045,1.0,1.0,58,0.39200000000000007
76,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8723037609032062,0.8384951504781393,0.8722271761672596,0.9091361674911869,0.9710851561533168,0.9013643934577045,1.0,1.0,61,0.4000000000000001
77,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8744293787107258,0.8416699537295186,0.8745263064461024,0.9098640206571635,0.9739163754071407,0.9113643934577045,1.0,1.0,61,0.38400000000000006
78,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8764856227819569,0.844667487703174,0.8762914600459109,0.9107198924952512,0.976485709717243,0.9213643934577045,1.0,1.0,55,0.38400000000000006
79,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.878572107972838,0.8474663328433667,0.8784249171483118,0.9117591363185964,0.978775803202436,0.9313643934577045,1.0,1.0,57,0.36800000000000005
80,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8805587381036801,0.8505152348217482,0.8803905391128661,0.9123047358118801,0.980782391429622,0.9413643934577045,1.0,1.0,61,0.37600000000000006
81,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8823359810987235,0.8532101476773656,0.8821567379418337,0.9125435828460094,0.9826586670375715,0.9513643934577045,1.0,1.0,56,0.4000000000000001
82,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8840956187982069,0.8555846170546557,0.8841062454735409,0.9124285964438358,0.9844420003709049,0.9613643934577045,1.0,1.0,58,0.39200000000000007
83,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8858110692839627,0.8576536383584245,0.885620983947888,0.9131032953599145,0.9860755117239071,0.9713643934577045,1.0,1.0,60,0.39200000000000007
84,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8874848942395472,0.8607420098023429,0.8875354440164274,0.913884852543945,0.987602956591351,0.9813643934577045,1.0,1.0,61,0.39200000000000007
85,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8891472163344947,0.8627139241707419,0.8891023638259892,0.9151070655436598,0.9888086182223165,0.9913643934577046,1.0,1.0,52,0.38400000000000006
86,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8906663165921381,0.8650252619328013,0.890508950913065,0.9157327778607544,0.9898036466467667,0.9998303789063676,1.0,1.0,60,0.4000000000000001
87,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8921823662241934,0.8673570099781125,0.8922041540521027,0.9161233071415457,0.9905082658862772,1.0,1.0,1.0,57,0.39200000000000007
88,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8937431198680895,0.8698379505025481,0.8938838534737663,0.916714243167711,0.9911007161695248,1.0,1.0,1.0,52,0.37600000000000006
89,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8951210030780421,0.8722016107137861,0.8954101424280788,0.9174998109709094,0.9915114926940425,1.0,1.0,1.0,67,0.4000000000000001
90,83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.8966254650647554,0.8747628844157508,0.8969947622635968,0.9186457305632413,0.9918277609623656,1.0,1.0,1.0,50,0.36800000000000005
1,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.4542077836428369,0.21126862940704264,0.4271884978489765,0.7378011273113733,0.43296884840408983,0.16261719994590404,0.4102077468754304,0.739740955674294,59,0.38400000000000006
2,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.4659901396048525,0.23299489413500188,0.4351575326383206,0.7424791741253379,0.4427021817374232,0.17261719994590405,0.4202077468754304,0.749740955674294,55,0.36800000000000005
3,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.4773063909639692,0.253161246464201,0.44856843179581884,0.7474856401692539,0.4524355150707565,0.18261719994590406,0.4302077468754304,0.759740955674294,62,0.38400000000000006
4,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.48864572497828224,0.26562230276535626,0.4609075846051124,0.7528388029356218,0.46216884840408995,0.19261719994590407,0.4402077468754304,0.769740955674294,54,0.36800000000000005
5,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.49921091508327087,0.2848860719262823,0.4733918650221803,0.7576084388168194,0.4719141398561309,0.20261719994590408,0.4502077468754304,0.779740955674294,62,0.4000000000000001
6,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5101500667156225,0.2970746282394092,0.4855141960374271,0.7632161640498373,0.4818308065227976,0.21261719994590408,0.4602077468754304,0.789740955674294,48,0.37600000000000006
7,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5207277619020264,0.31622965998979924,0.4990160453573612,0.7650224850859619,0.49161413985613084,0.2226171999459041,0.47020774687543043,0.799740955674294,62,0.38400000000000006
8,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5308048882033602,0.3322676284283574,0.5106272712724274,0.7688368692401741,0.5013974731894641,0.2326171999459041,0.48020774687543044,0.809740955674294,69,0.4000000000000001
9,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5413164594748723,0.34797327805698286,0.5243760434815343,0.7740094651738765,0.5113141398561308,0.2426171999459041,0.49020774687543045,0.8197409556742941,47,0.36800000000000005
10,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.551081556070597,0.36133415214595666,0.5351108298698763,0.7782369574559873,0.5210974731894642,0.2526171999459041,0.5002077468754305,0.8297409556742941,67,0.4000000000000001
11,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5606267639531121,0.3757567271969393,0.5429063852652505,0.7812429969860986,0.5308808065227976,0.2626171999459041,0.5102077468754305,0.8397409556742941,59,0.39200000000000007
12,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5700278892024689,0.3921430414515126,0.5526829644388762,0.7847276462673887,0.5406641398561309,0.2726171999459041,0.5202077468754305,0.8497409556742941,51,0.39200000000000007
13,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5796036832981528,0.40541300600783375,0.5641417802276365,0.7878326413996094,0.5503564515162827,0.2826171999459041,0.5302077468754305,0.8597409556742941,57,0.36800000000000005
14,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5886630526122834,0.424351319292404,0.5746910592965404,0.7909894443193732,0.5599367251690178,0.2926171999459041,0.5402077468754305,0.8697409556742941,59,0.39200000000000007
15,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.5974595260444926,0.4394736399607865,0.5853398951360307,0.7938477331815373,0.5693867251690177,0.30261719994590414,0.5502077468754305,0.8797409556742941,60,0.4000000000000001
16,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6064505019067135,0.45296790396833975,0.5958058429785197,0.7967383430793493,0.5788367251690177,0.31261719994590415,0.5602077468754305,0.8897409556742941,49,0.36800000000000005
17,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6148544175107529,0.4634459751827807,0.6045279211536784,0.7990969458946519,0.5882867251690178,0.32261719994590415,0.5702077468754305,0.8997409556742941,59,0.39200000000000007
18,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6230282997599282,0.472763269644873,0.6120363282474278,0.8020384795684906,0.5977198158404536,0.33261719994590416,0.5802077468754305,0.9097409556742941,61,0.4000000000000001
19,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6314237001579383,0.48588243541382703,0.6214951655755309,0.8045729792832671,0.6070800404130635,0.34261719994590417,0.5902077468754305,0.9197409556742941,54,0.37600000000000006
20,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6396836754695694,0.4969765317115179,0.6287810156465212,0.8072245446077749,0.6163633737463968,0.3526171999459042,0.6002077468754305,0.9297409556742942,50,0.37600000000000006
21,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6479530084223545,0.5093582682844282,0.636574479494221,0.8095663243275896,0.6255861136651162,0.3626171999459042,0.6082834626064697,0.9397409556742942,56,0.37600000000000006
22,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6555297464480496,0.5157781515527843,0.645012804777819,0.8129941072295894,0.6347725224316062,0.3726171999459042,0.6182834626064697,0.9497409556742942,66,0.4000000000000001
23,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.663234670677028,0.5268542025227151,0.6535713403996706,0.8165883109360779,0.6438891890982729,0.3826171999459042,0.6282834626064697,0.9597409556742942,53,0.37600000000000006
24,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6711733570836473,0.5379372418717394,0.6629721351986936,0.8210109442079092,0.653139189098273,0.3926171999459042,0.6382834626064697,0.9697409556742942,51,0.34400000000000003
25,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6783583237279196,0.5516046942273742,0.6718026032293887,0.8242556525884406,0.6622318940085151,0.4026171999459042,0.6482834626064697,0.9797409556742942,57,0.39200000000000007
26,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6852746922355407,0.5643455394750853,0.6791708688087539,0.8271108236642348,0.6711267230239311,0.41261719994590423,0.6582834626064697,0.989466761435296,65,0.4000000000000001
27,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.69243173026412,0.5729070274648892,0.6857196093428957,0.831256712583943,0.6799100563572644,0.42261719994590424,0.6682834626064698,0.998466761435296,60,0.36800000000000005
28,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.6989811169555137,0.5824435391512011,0.6941650876520795,0.8355047437056718,0.6886242530106412,0.43261719994590425,0.6782834626064698,1.0,70,0.4000000000000001
29,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7059951779335879,0.5895159569422693,0.7009905726481978,0.8379906732571569,0.6973137517328767,0.44261719994590426,0.6882834626064698,1.0,49,0.35200000000000004
30,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7126074607249963,0.5995688678988005,0.7066285586316972,0.8404711011894129,0.7058408060682969,0.45261719994590427,0.6982834626064698,1.0,51,0.36800000000000005
31,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7191374126611245,0.605911519431889,0.7138393933966072,0.8449056082336844,0.7142649003627516,0.4626171999459043,0.7082834626064698,1.0,55,0.36800000000000005
32,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.725346287275517,0.6133760942086104,0.7212814979795525,0.8483869762888311,0.7226315670294182,0.4726171999459043,0.7182834626064698,1.0,51,0.38400000000000006
33,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7315575971835536,0.6243130391422861,0.7273631276763011,0.851765353947271,0.7309936250851037,0.4826171999459043,0.7282834626064698,1.0,50,0.36000000000000004
34,84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,0.7373361678744563,0.6310976942210406,0.7337151631550801,0.8543504988924061,0.7392780442441034,0.4926171999459043,0.7382834626064698,1.0,52,0.38400000000000006
