run_id,n_students,n_teachers,class_size_cap,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,n_days,K_mean_start,A_mean_start,K_mean_end,K_p10_end,K_p50_end,K_p90_end,A_mean_end,A_p10_end,A_p50_end,A_p90_end,K_mean_gain,A_mean_gain,incidents_avg_per_day,incidents_total,time_lost_avg,time_lost_max
50,120,6,20,30.0,0.05,0.002,90,20010,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4387695636117641,0.44882148905502556,0.9340668222178741,0.9216200433112529,0.9356677920315637,0.9446855929319429,0.9986215040818291,1.0,1.0,1.0,0.49529725860610996,0.5498000150268036,51.611111111111114,4645,0.3307407407407407,0.37999999999999995
51,120,6,22,30.0,0.05,0.002,90,22001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4170183298135519,0.47281955179524504,0.9388155051210127,0.9288775676153372,0.9396777873268106,0.9494263911866874,0.9983169507472442,1.0,1.0,1.0,0.5217971753074608,0.5254973989519992,50.8,4572,0.3268888888888889,0.38666666666666666
52,120,6,22,30.0,0.05,0.002,90,22002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.3860686906652781,0.4512429524319236,0.9212208993953158,0.9042061162472332,0.9241006507083347,0.9360370540149789,0.9968779790789254,0.994,1.0,1.0,0.5351522087300378,0.5456350266470018,51.28888888888889,4616,0.3277777777777778,0.39333333333333337
53,120,6,22,30.0,0.05,0.002,90,22003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.44702370775591765,0.495719011840942,0.9360385392837681,0.9232948395020775,0.937567394143215,0.945707697311034,0.9983983844725551,0.994,1.0,1.0,0.48901483152785047,0.5026793726316131,52.2,4698,0.3340740740740741,0.39333333333333337
54,120,6,22,30.0,0.05,0.002,90,22004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.3923527766478488,0.4749040254519536,0.9297402300175034,0.9114526544452376,0.9316249461122014,0.9421557400324516,0.9968995166148883,0.994,1.0,1.0,0.5373874533696545,0.5219954911629348,51.08888888888889,4598,0.3261481481481482,0.37999999999999995
55,120,6,22,30.0,0.05,0.002,90,22005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40559385203492454,0.46481159431611113,0.9350144744442296,0.9234201448868091,0.9360434309829091,0.9455013792940841,0.9987618962090622,1.0,1.0,1.0,0.529420622409305,0.533950301892951,51.37777777777778,4624,0.3277777777777778,0.39333333333333337
56,120,6,22,30.0,0.05,0.002,90,22006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.3977279914831717,0.4400918556717414,0.9352211156107908,0.9230730018997034,0.9372337511043797,0.9449854531648998,0.9950079913935735,0.9998,1.0,1.0,0.5374931241276191,0.5549161357218322,51.733333333333334,4656,0.33044444444444443,0.38666666666666666
57,120,6,22,30.0,0.05,0.002,90,22007,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4197229923299087,0.44329296212762814,0.9286366240852382,0.9133550020181831,0.9305425184063503,0.9419939518833346,0.9967854726691849,0.9999773761615225,1.0,1.0,0.5089136317553296,0.5534925105415568,51.84444444444444,4666,0.3313333333333333,0.38666666666666666
58,120,6,22,30.0,0.05,0.002,90,22008,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4517900865070951,0.473812990590669,0.9340859116348795,0.9227474770368191,0.9356339202557324,0.9439197050789926,0.9983914005601356,1.0,1.0,1.0,0.4822958251277844,0.5245784099694666,51.611111111111114,4645,0.3302962962962963,0.4
59,120,6,22,30.0,0.05,0.002,90,22009,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.37461749203491507,0.43673580268409595,0.9390059924484647,0.9300032720261476,0.9402713104266456,0.9472973943511009,0.9976907393802809,0.994,1.0,1.0,0.5643885004135496,0.5609549366961849,51.86666666666667,4668,0.33170370370370367,0.3866666666666667
60,120,6,22,30.0,0.05,0.002,90,22010,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4311225393434478,0.4173850370970758,0.9304884445062995,0.916010841631189,0.9318235003376334,0.9440514725683005,0.9968037342725672,0.994,1.0,1.0,0.49936590516285173,0.5794186971754913,51.41111111111111,4627,0.3291851851851852,0.38
61,120,6,24,30.0,0.05,0.002,90,24001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.39102193471058605,0.47393653059368623,0.9050552032004641,0.8881580902394964,0.904345719381466,0.9211630331393058,0.9988427896577349,1.0,1.0,1.0,0.5140332684898781,0.5249062590640486,57.9,5211,0.3843555555555556,0.4000000000000001
62,120,6,24,30.0,0.05,0.002,90,24002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.43787231727773407,0.4882834855400369,0.9008942738746979,0.8791127148828781,0.9032452432789151,0.9215045929991084,0.9981407425902004,1.0,1.0,1.0,0.4630219565969638,0.5098572570501634,58.37777777777778,5254,0.38444444444444453,0.4000000000000001
63,120,6,24,30.0,0.05,0.002,90,24003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.3944648623460696,0.4653457936071377,0.9013979245519328,0.879103247601372,0.902018973238895,0.922745490083752,0.9980129837675314,1.0,1.0,1.0,0.5069330622058632,0.5326671901603938,56.12222222222222,5051,0.380088888888889,0.4000000000000001
64,120,6,24,30.0,0.05,0.002,90,24004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4631625110102919,0.48539169766256857,0.9117954308891765,0.8948644856087484,0.9130905619412345,0.9289652309002322,0.9980000171282324,1.0,1.0,1.0,0.4486329198788846,0.5126083194656639,57.03333333333333,5133,0.3837333333333334,0.4000000000000001
65,120,6,24,30.0,0.05,0.002,90,24005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4109376756238094,0.4364180697307269,0.8989183136270358,0.8800837517901684,0.8998769814921558,0.9158344052805402,0.9979230214497252,1.0,1.0,1.0,0.4879806380032264,0.5615049517189983,57.12222222222222,5141,0.3833777777777778,0.4000000000000001
66,120,6,24,30.0,0.05,0.002,90,24006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.46271996301253787,0.43667188097914056,0.9076369305984671,0.887663228405631,0.9093831620461759,0.9256137295374146,0.9983666643059991,1.0,1.0,1.0,0.4449169675859292,0.5616947833268585,55.955555555555556,5036,0.3828444444444445,0.4000000000000001
67,120,6,24,30.0,0.05,0.002,90,24007,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.44172099985425767,0.4749238152184674,0.9168214229629393,0.8983687745927386,0.9201083721103371,0.9316830776325191,0.9981797217854265,1.0,1.0,1.0,0.47510042310868167,0.5232559065669591,57.43333333333333,5169,0.3830222222222223,0.4000000000000001
