run_id,n_students,n_teachers,class_size_cap,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,n_days,K_mean_start,A_mean_start,K_mean_end,K_p10_end,K_p50_end,K_p90_end,A_mean_end,A_p10_end,A_p50_end,A_p90_end,K_mean_gain,A_mean_gain,incidents_avg_per_day,incidents_total,time_lost_avg,time_lost_max
68,120,6,24,30.0,0.05,0.002,90,24008,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.412188153199992,0.44496182868934814,0.9011454933349654,0.8798582732231133,0.9019903048247095,0.9227865813118639,0.9910098571179071,1.0,1.0,1.0,0.4889573401349734,0.5460480284285589,56.34444444444444,5071,0.3824,0.4000000000000001
69,120,6,24,30.0,0.05,0.002,90,24009,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4180419053483734,0.4649167204470073,0.9002454538033121,0.876045873625237,0.9020428126471585,0.918402187456827,0.9979215998635006,1.0,1.0,1.0,0.48220354845493874,0.5330048794164932,56.522222222222226,5087,0.3819555555555556,0.4000000000000001
70,120,6,24,30.0,0.05,0.002,90,24010,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4114123658575693,0.43350453544976014,0.9065733181497332,0.8853756803516801,0.9093332108170817,0.9272086765327884,0.9958726711117608,1.0,1.0,1.0,0.4951609522921639,0.5623681356620007,55.72222222222222,5015,0.38044444444444453,0.4000000000000001
71,120,6,26,30.0,0.05,0.002,90,26001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.43169881942974053,0.4348354467770983,0.904203394202819,0.8802444315177136,0.9065956205799297,0.9241552230829243,0.9987148647614706,1.0,1.0,1.0,0.4725045747730785,0.5638794179843724,57.388888888888886,5165,0.3823111111111112,0.4000000000000001
72,120,6,26,30.0,0.05,0.002,90,26002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.41704505089527116,0.4358924525607254,0.9036957656645243,0.8822042227768048,0.9054439228711474,0.9233933237865714,0.9990497712736797,1.0,1.0,1.0,0.4866507147692531,0.5631573187129543,56.8,5112,0.3836444444444445,0.4000000000000001
73,120,6,26,30.0,0.05,0.002,90,26003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.41411772036922156,0.4355812435517938,0.9149652183330527,0.8953046576967408,0.9156023551401238,0.9322459396562272,0.998226290047962,1.0,1.0,1.0,0.5008474979638311,0.5626450464961683,56.611111111111114,5095,0.3821333333333334,0.4000000000000001
74,120,6,26,30.0,0.05,0.002,90,26004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.408999141584876,0.4836197244876849,0.8967203523817495,0.8769748866451312,0.8969692581353297,0.9143431236528536,0.9977715780676216,1.0,1.0,1.0,0.4877212107968735,0.5141518535799368,57.17777777777778,5146,0.38444444444444453,0.4000000000000001
75,120,6,26,30.0,0.05,0.002,90,26005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40804010468209084,0.45574226400102696,0.9076903201137119,0.8863184120260608,0.9087659397249169,0.9257802508293573,0.9904964681585448,1.0,1.0,1.0,0.499650215431621,0.5347542041575177,55.955555555555556,5036,0.3819555555555556,0.4000000000000001
76,120,6,26,30.0,0.05,0.002,90,26006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.41270597120841557,0.4377882181645595,0.9069722410818386,0.8841007240788326,0.9084449440443189,0.9244068521628912,0.9965771563608955,1.0,1.0,1.0,0.49426626987342304,0.558788938196336,56.044444444444444,5044,0.3796444444444445,0.4000000000000001
77,120,6,26,30.0,0.05,0.002,90,26007,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4201740146363505,0.4465280319535318,0.9047482022755429,0.8879044013360957,0.9070679337563312,0.9234789489668268,0.9980487518790724,1.0,1.0,1.0,0.48457418763919236,0.5515207199255405,56.077777777777776,5047,0.3819555555555556,0.4000000000000001
78,120,6,26,30.0,0.05,0.002,90,26008,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40605531122417016,0.4552431862440352,0.8960252393181517,0.8720950394130306,0.8967099846977674,0.9170937756420422,0.9992458432537403,1.0,1.0,1.0,0.48996992809398154,0.5440026570097052,57.144444444444446,5143,0.3827555555555556,0.4000000000000001
79,120,6,26,30.0,0.05,0.002,90,26009,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4245879126141483,0.44273182948454015,0.8989249941831328,0.8773173675753774,0.9011442636637804,0.9175899076915406,0.9990566656667783,1.0,1.0,1.0,0.47433708156898446,0.5563248361822382,57.77777777777778,5200,0.3840888888888889,0.4000000000000001
80,120,6,26,30.0,0.05,0.002,90,26010,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.39446109607051805,0.4514476486954221,0.897049671503818,0.8744722299548825,0.8996979084025039,0.9177148091347029,0.9979369642215878,0.9961374556127656,1.0,1.0,0.5025885754332999,0.5464893155261658,56.977777777777774,5128,0.38346666666666673,0.4000000000000001
81,120,6,28,30.0,0.05,0.002,90,28001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4171862155421293,0.4165311248754184,0.8907111310068108,0.8636464513654293,0.8922814684058404,0.9159949659963741,0.9975127643307758,1.0,1.0,1.0,0.47352491546468145,0.5809816394553575,55.833333333333336,5025,0.3812444444444445,0.4000000000000001
82,120,6,28,30.0,0.05,0.002,90,28002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4165929282057466,0.45774565498857384,0.9041496196085906,0.8872780005200122,0.9051725448386422,0.9239347887012616,0.9915674931104417,1.0,1.0,1.0,0.487556691402844,0.5338218381218678,57.03333333333333,5133,0.3816888888888889,0.4000000000000001
83,120,6,28,30.0,0.05,0.002,90,28003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40723770406172016,0.4285863908796265,0.8966254650647554,0.8747628844157508,0.8969947622635968,0.9186457305632413,0.9918277609623656,1.0,1.0,1.0,0.4893877610030352,0.563241370082739,58.733333333333334,5286,0.3880888888888889,0.4000000000000001
84,120,6,28,30.0,0.05,0.002,90,28004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4542077836428369,0.43296884840408983,0.9065763547981857,0.8860100172048405,0.9066878936341013,0.9258378291908225,0.9873092212511688,0.994,1.0,1.0,0.45236857115534873,0.554340372847079,56.611111111111114,5095,0.3819555555555556,0.4000000000000001
85,120,6,28,30.0,0.05,0.002,90,28005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.37248440269962313,0.44789666600116423,0.8967356807777164,0.8771023953292808,0.8982187642378819,0.915948994731739,0.9972811982236928,1.0,1.0,1.0,0.5242512780780932,0.5493845322225286,56.71111111111111,5104,0.3830222222222223,0.4000000000000001
86,120,6,28,30.0,0.05,0.002,90,28006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40778039408732575,0.4304138844029259,0.8851807912255957,0.8633462045739969,0.8852672116134938,0.9083660622660564,0.9967303133621679,1.0,1.0,1.0,0.4774003971382699,0.566316428959242,58.31111111111111,5248,0.3863111111111112,0.4000000000000001
87,120,6,28,30.0,0.05,0.002,90,28007,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40062893277109196,0.45578073012839815,0.9054790446559254,0.8847254973809778,0.90763304054804,0.9237154780852649,0.9919387059874835,1.0,1.0,1.0,0.5048501118848334,0.5361579758590853,55.611111111111114,5005,0.3769777777777778,0.4000000000000001
88,120,6,28,30.0,0.05,0.002,90,28008,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.43252540847303617,0.4711072051252793,0.8949319259384512,0.8717555456086838,0.8961046644562525,0.9183145029606219,0.9973666428524159,1.0,1.0,1.0,0.462406517465415,0.5262594377271366,56.65555555555556,5099,0.3830222222222223,0.4000000000000001
89,120,6,28,30.0,0.05,0.002,90,28009,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.39134643639421074,0.454133570198512,0.8994211293904638,0.8805163905460767,0.8998946517212054,0.9197325452330204,0.9988429445583658,1.0,1.0,1.0,0.5080746929962531,0.5447093743598537,56.78888888888889,5111,0.380888888888889,0.4000000000000001
90,120,6,28,30.0,0.05,0.002,90,28010,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.39236399996599286,0.4563385119520639,0.8942946663373076,0.8707088907573548,0.8968705681073792,0.9146915645355297,0.9907668433754471,1.0,1.0,1.0,0.5019306663713148,0.5344283314233832,57.98888888888889,5219,0.3856000000000001,0.4000000000000001
91,120,6,30,30.0,0.05,0.002,90,30001,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4224661724314493,0.45892359529601107,0.8542426754690062,0.8168693589400855,0.8565756891428747,0.8894453187958141,0.9970801865858364,1.0,1.0,1.0,0.43177650303755694,0.5381565912898254,66.58888888888889,5993,0.39977777777777784,0.4
92,120,6,30,30.0,0.05,0.002,90,30002,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40777862152100314,0.48541587202627123,0.8582220433762445,0.8307713422696125,0.8570423537209269,0.8939855059351569,0.9991730083449172,1.0,1.0,1.0,0.4504434218552414,0.513757136318646,65.52222222222223,5897,0.4,0.4
93,120,6,30,30.0,0.05,0.002,90,30003,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.3974993821713577,0.44462585243778296,0.8498674193599266,0.8072705114510412,0.8524474238867944,0.8886466780541751,0.9983081156780353,1.0,1.0,1.0,0.4523680371885689,0.5536822632402524,66.38888888888889,5975,0.39977777777777784,0.4
94,120,6,30,30.0,0.05,0.002,90,30004,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.38857698907520394,0.40526745594799174,0.84521685618705,0.8125465801749893,0.8438999569932644,0.8784381752323653,0.9926005047783748,1.0,1.0,1.0,0.45663986711184607,0.5873330488303831,66.07777777777778,5947,0.39955555555555555,0.4
95,120,6,30,30.0,0.05,0.002,90,30005,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40273056405946,0.4553682748276172,0.8579006617915437,0.8263944572471359,0.8590950847265837,0.8927177418444351,0.9989339210777579,1.0,1.0,1.0,0.45517009773208367,0.5435656462501407,65.35555555555555,5882,0.39966666666666667,0.4
96,120,6,30,30.0,0.05,0.002,90,30006,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4073199066063927,0.46972504265718434,0.8344954209085924,0.7920970655756667,0.8337884909611446,0.8785875562868687,0.9985051128179685,1.0,1.0,1.0,0.4271755143021997,0.5287800701607841,66.04444444444445,5944,0.39966666666666667,0.4
97,120,6,30,30.0,0.05,0.002,90,30007,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.4096669031920822,0.45475348887371303,0.8467777451181581,0.8027647071848666,0.8481919233071066,0.8897853589838828,0.9994183255281832,1.0,1.0,1.0,0.43711084192607585,0.5446648366544702,65.68888888888888,5912,0.39955555555555555,0.4
98,120,6,30,30.0,0.05,0.002,90,30008,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.41666482186025905,0.4397691475979753,0.845813539754648,0.8061865799655438,0.8427563976315026,0.8859961001453726,0.9903430934057976,1.0,1.0,1.0,0.42914871789438896,0.5505739458078223,67.53333333333333,6078,0.4,0.4
99,120,6,30,30.0,0.05,0.002,90,30009,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.40289925301203444,0.4682111271227583,0.8511969766402567,0.8183705818838094,0.8479640318672443,0.8911058488293746,0.9969314280591448,1.0,1.0,1.0,0.4482977236282223,0.5287203009363866,65.64444444444445,5908,0.3998888888888889,0.4
100,120,6,30,30.0,0.05,0.002,90,30010,0.8,0.1,-1.7,0.05,1.0,0.04,0.4,0.5,1.0,0.01,0.006,1e-06,90,0.37977129101418117,0.4365212673802587,0.8498221271503025,0.8135866836305081,0.8517245582910102,0.87946841863008,0.9971380195344426,1.0,1.0,1.0,0.4700508361361213,0.5606167521541838,65.38888888888889,5885,0.4,0.4
